N,P,K,temperature,humidity,rainfall,ph,label
124.17,87.83,286.97,25.09,80.89,1840.29,6.15,coconut
127.26,60.61,282.63,25.35,82.75,1881.61,7.13,coconut
125.15,48.09,257.1,28.57,83.82,1826.63,5.57,coconut
137.1,72.07,242.81,28.11,84.56,2399.07,6.78,coconut
89.65,85.78,265.36,25.34,84.69,1940.45,5.56,coconut
102.62,68.62,282.53,31.31,82.56,1936.55,6.17,coconut
95.37,59.96,288.33,25.41,83.37,1743.28,6.21,coconut
89.14,58.78,283.89,27.79,83.08,2070.69,6.03,coconut
94.26,81.4,262.45,25.97,81.24,1995.53,6.78,coconut
112.68,80.59,228.19,27.05,80.24,1619.69,6.56,coconut
145.13,78.68,291.73,28.75,84.05,2391.6,5.58,coconut
113.19,51.34,275.41,30.95,84.28,2151.78,6.3,coconut
143.21,58.81,261.06,26.13,81.86,1520,5.72,coconut
144.78,76.38,296.06,31.06,81.31,1913.75,7.24,coconut
123.68,55.06,273.94,25.76,81.59,1631.41,6.58,coconut
100.69,96.23,233.97,25.78,82.06,2006.91,7.36,coconut
97.46,57.94,256.9,28.98,82.71,1995.12,6.07,coconut
115.16,65.32,214.67,29.42,82.77,2107.41,7.14,coconut
119.03,63.67,258.36,27.58,83.79,2185.89,7.11,coconut
124.53,68.79,262.76,29.53,81.72,1656.54,6.21,coconut
153.37,76.59,273.97,30.37,80.25,1547.29,7.02,coconut
116.8,68.57,299.17,27.79,82.11,1687.95,7.38,coconut
104.1,83.41,239.62,31.35,82.1,1762.35,5.74,coconut
124.66,84.94,260.19,25.93,81.04,2287.7,6.99,coconut
105.83,50.38,293.97,26.29,84.59,2482.96,6.79,coconut
140.86,55.85,271.76,30.51,80,1839.52,6.73,coconut
122.74,83.94,274.48,30.04,80.42,2497.92,5.77,coconut
143.08,72.43,231.6,28.41,80.92,1782.58,6.67,coconut
107.55,81.68,255.9,29.48,82.11,1989.38,5.94,coconut
127.52,49.29,210.74,25.7,82.25,1974.1,6.19,coconut
93.07,60.37,273.9,28.01,82.03,2438.08,5.62,coconut
138.15,95.58,236.76,27.78,80.69,1918.88,5.58,coconut
117.64,73.61,228.16,26.69,80.71,2161.63,6.36,coconut
141.91,56.68,232.85,28.09,84.6,1955.42,6.08,coconut
96.58,67.96,235.32,27.59,82.94,1642.35,6.83,coconut
115.68,89.65,219.29,26.89,82.9,2219.01,7.04,coconut
114.12,61.35,277.53,27.58,84.15,1590.14,6.27,coconut
87.92,68.96,257.69,30.03,82.9,2054.73,7.24,coconut
146.31,58.15,214.85,27.96,82.18,2343.94,6.52,coconut
90.84,74.84,212.87,25.15,82.81,1731.05,5.83,coconut
113.32,82.52,258.94,28.61,81.05,1552.01,6.36,coconut
91.71,79.16,295.66,28.29,83.69,1852.18,6.97,coconut
111.84,45.72,266.15,30.59,82.71,2231.67,7,coconut
91.31,52.15,213.45,28.74,82.69,2243.58,6.05,coconut
131.37,60.76,243.86,26.66,81.26,2207.99,5.73,coconut
155.67,54.27,238.25,27.84,82.94,1619.16,5.58,coconut
141.5,82.54,231.05,26.57,82.68,2205.13,6.87,coconut
147.62,83.85,235.62,28.1,80.38,1975.13,5.61,coconut
151.31,85.05,291.48,28.07,83.68,2033.18,5.9,coconut
103.97,50.06,215.07,25.5,83.97,2316.38,7.06,coconut
133.82,82.29,292.11,28.56,83.27,1604.81,6.84,coconut
153.16,95.95,270.81,28.32,83.43,2448.79,6.79,coconut
120.68,81.7,246.18,26.6,82.62,1586.77,6.63,coconut
135.03,61.99,246.4,25.41,83.18,2054.82,6.17,coconut
108.2,75.65,243.42,25.02,80.42,2254.99,7.26,coconut
147.96,64.06,243.28,26.11,81.44,1996.7,6.81,coconut
110.67,94.29,280.15,27.23,80.54,2361.58,7.08,coconut
98.82,72.85,261.6,31.01,83,1598.6,5.52,coconut
92.23,47.16,272.8,29.23,82.33,2389.94,6.01,coconut
89.45,87.42,247.18,27.25,80.71,2476.92,7.03,coconut
118.43,90.7,243.9,31.23,84.08,1665.04,6.39,coconut
127.3,62.77,290.12,28.46,84.78,1538.85,5.96,coconut
117.69,66.5,268.5,29.82,83.5,1598.08,5.99,coconut
136.15,99.6,237.08,27.72,81.2,2025.17,6.2,coconut
141.03,77.42,259.82,25.8,83.87,1842.7,7.3,coconut
120.6,75.28,250.65,29.59,81.61,1692.83,7.45,coconut
115.55,99.6,218.3,30.47,80.98,2420.1,7.31,coconut
151.16,50.19,280.18,31.9,84.79,2186.98,5.59,coconut
124.57,98.11,245.44,31.82,82.29,2298.1,5.73,coconut
148.45,98.44,294.29,28.43,82.51,2021.79,6.58,coconut
124.41,51.97,237.29,25.9,80.68,1819.26,6.04,coconut
136.42,50.27,265.22,29.34,80.99,2468.35,7.45,coconut
145.68,89.11,231.33,31.43,81.59,1887.57,7.05,coconut
143.96,84.08,214.11,25.23,80.55,1663.54,5.69,coconut
136.81,86.27,238.4,27.34,80.81,1660.65,6.17,coconut
102.5,88.35,282.27,31.26,82.27,1891.87,6.58,coconut
88.21,90.28,232.63,31.32,82.83,2176.13,5.71,coconut
91.27,49.5,271.11,29.08,81.33,1790.73,6.13,coconut
136.28,98.42,263.71,28.61,81.91,2352.43,7.5,coconut
111.78,85.91,262.72,25.34,82.87,2495.5,6.14,coconut
116.89,46.15,241.05,25.13,83.22,2332.74,6.72,coconut
90.39,85.25,271.86,31.3,82.45,1556.64,5.85,coconut
99.82,53.9,235.89,25.77,82.26,2358.11,7.47,coconut
140.64,93.04,279.82,28.84,83.26,1965.65,6.86,coconut
153.59,61.76,222.13,28.31,82.98,1582.02,6.18,coconut
137.21,53.53,273.04,25.44,80.93,1549.5,6.04,coconut
97.58,99.6,255.14,29.7,80.43,1677.45,6.85,coconut
114.7,58.49,222.18,30.48,81.62,1704.57,6.95,coconut
96.13,63.92,277.59,25.31,82.22,2432.96,6.21,coconut
101.41,90.9,256.96,30.15,84.54,2120.45,5.58,coconut
118.31,91.74,260.71,25.66,81.53,1935.61,6.45,coconut
146.21,57.68,254.51,30.32,84.14,2161.52,6.96,coconut
142.12,90.73,276.58,28.29,81.53,1794.1,6.98,coconut
141.94,69.29,283.11,26.31,80.64,1599.83,6.38,coconut
116.89,77.65,218.28,29.63,81.64,2032.46,5.92,coconut
126.46,50.9,262.96,27.25,83.21,1978.82,5.87,coconut
118.96,51.07,231.04,29.82,81.72,2481.83,5.74,coconut
154.42,84.99,240.39,28.23,82.73,1722.73,5.63,coconut
19.32,14.33,24.94,25.72,54.28,425.7,6.27,chickpea
10.55,17.15,18.55,29.15,50.52,416,6.06,chickpea
19.14,20.93,26.54,29.3,55.94,487.49,6.05,chickpea
9.25,14.02,31.86,27.79,53.83,380.7,6.58,chickpea
14.72,19.68,23.47,28.55,56.02,398.05,7.06,chickpea
5.56,23.43,23.69,27.95,51.41,465.2,6.17,chickpea
18.25,19.59,29.25,27.58,59.19,353.95,6.39,chickpea
11.84,15.72,30.18,29.63,51.35,477.37,7.11,chickpea
14.29,15.94,20.89,25.99,55.38,360.64,6.35,chickpea
5.66,25.56,32.44,25.92,57.33,353.37,6.08,chickpea
17.84,24.82,23.86,24.34,57.05,458.54,6.61,chickpea
4.21,15.25,28.11,29.13,58.64,485.98,7.28,chickpea
0.43,22.65,18.77,27.59,52.24,477.36,6.43,chickpea
16.48,21.16,22.95,25.13,50.68,477.45,6.71,chickpea
12.97,14.05,25.86,27.92,56.11,384.86,7.48,chickpea
6.55,20.26,31.89,27.36,51.22,450.15,6.11,chickpea
7.48,17.54,26.64,29.94,55.7,381.26,6.52,chickpea
5.33,15.62,19.73,25.39,50.17,452.52,7.22,chickpea
6.24,17.59,25.47,28.57,56.6,472.72,7.01,chickpea
7.01,22.15,17.69,27.5,52.75,435.78,6.9,chickpea
11.79,25.26,23.43,26.37,59.52,421.96,7.3,chickpea
3.42,17.78,19.51,25.62,58.21,358.08,6.53,chickpea
16.46,22.81,19.96,24.16,54.72,351.19,6.87,chickpea
0.57,23.11,17.14,24.38,58.86,457.76,6.7,chickpea
12.42,20.55,31.49,27.82,50.92,441.09,6.44,chickpea
7.27,14.32,32.42,25.88,53.16,481.88,7.49,chickpea
7.83,23.5,20.77,24.21,58.04,397.84,7.49,chickpea
15.49,19.76,26.37,24.14,58.75,469.94,7.02,chickpea
5.13,19.68,17.14,26.02,51.73,447.35,6.1,chickpea
15.44,17.19,17.48,29.7,56.08,435.43,6.3,chickpea
15.49,25.32,31.98,28.03,57.85,462.85,6.19,chickpea
1.13,21.28,21.68,25.24,52.67,446.71,7.15,chickpea
10.64,16.52,26.01,26.29,56.98,472.08,7.37,chickpea
18.12,19.86,27.67,24.36,55.51,489.77,6.46,chickpea
7.43,23.53,20.91,29.44,59.37,474.55,6.35,chickpea
5.02,17.64,28.33,25.16,54.65,479.99,7.39,chickpea
15.77,15.65,27.54,27.45,57.32,495.09,6.21,chickpea
12.35,13.39,28.47,28.57,52.77,442.14,6.08,chickpea
11.74,17.39,21.83,29.21,58.17,369.93,6.21,chickpea
12.06,21.57,27.23,28.82,50.76,433.63,6.42,chickpea
19.75,20.25,26.79,29.15,50.23,435.93,7.16,chickpea
1.04,25.72,19.35,24.93,52.15,474.5,6.9,chickpea
16.05,20.15,26.81,27.81,58.34,385.75,6.42,chickpea
16.83,23.71,29.94,29.76,51.45,425.55,7.24,chickpea
0.67,25.78,22.57,25.17,58.85,376.84,6.27,chickpea
1.68,20.05,20.01,24.36,54.33,493.34,7.47,chickpea
0.98,21.67,19.83,27.18,52.92,465.61,6.64,chickpea
17.63,15.03,30.82,28.23,57.03,395.36,6.7,chickpea
19.95,16.78,23.24,29.5,56.87,382.08,7.24,chickpea
2.21,17.05,27.67,25.67,55,451.03,6.2,chickpea
0.82,20.36,17.48,28.85,51.47,440.48,6.91,chickpea
3.62,23.5,25.63,28.5,57.92,373.56,6.84,chickpea
0.99,25.78,18,29.38,51.43,442.89,6.65,chickpea
7.87,23.48,29.17,25.2,57.49,483.23,6.1,chickpea
17.96,13.77,23.57,27.55,51.5,415.27,6.72,chickpea
3.57,25.78,23.03,24.73,50.07,368.66,6.72,chickpea
8.04,20.47,30.97,28.14,57.09,400.1,6.7,chickpea
16.88,23.8,18.37,27.41,56.94,419.06,7.09,chickpea
15.51,21.6,29.43,24.78,52.48,402.85,7.35,chickpea
9.84,21.72,29.86,24.04,54.54,443.18,6.91,chickpea
14.17,22.47,20.82,29.67,57.9,448.14,6,chickpea
3.69,20.21,29.76,25.39,51.27,425.32,7.5,chickpea
19.51,18.31,22.61,27.25,52.43,366.74,6.03,chickpea
8.67,15.73,23.49,24.55,52.94,405.94,7.31,chickpea
7.04,15.13,18.86,29.88,57.28,384.22,6.68,chickpea
16.91,13.98,23.06,29.93,54.91,357.16,7.28,chickpea
12.03,22.91,28.68,24.68,57.92,489.05,6.14,chickpea
14.09,19.01,28.03,24.29,58.85,433.63,6.43,chickpea
13.65,14.76,24.09,26.59,52.68,465.55,7.09,chickpea
10.94,17.41,26.9,28.65,55.11,475.09,6.36,chickpea
1.01,16.2,27.9,28.5,57.13,359.19,6.35,chickpea
12.18,23.7,26.86,26.74,55.7,407.4,6.76,chickpea
2.25,16.47,19.08,25.52,56.05,480.74,6.71,chickpea
12.06,22.37,30.67,25.81,57.35,415.51,6.41,chickpea
6.59,14.73,28.69,29.96,57.23,481.22,6.82,chickpea
6.91,23.95,19.83,24.56,58.38,354.61,6.75,chickpea
18.44,24.75,28.51,24.45,52.32,465.02,6.88,chickpea
12.81,14.36,28.23,25.35,58.29,448.74,6.78,chickpea
5.88,14.25,25.34,29.07,58.95,448.96,6.76,chickpea
8.78,17.42,30.1,24.21,51.42,476.92,7.11,chickpea
12.17,23.04,19.92,24.88,50.86,350.11,7.1,chickpea
19.57,13.71,19.33,27.39,55.63,411.53,7.41,chickpea
19.31,23.04,27.6,24.1,59.28,489.64,6.95,chickpea
13.15,25.91,29.28,25.61,59.83,465.06,6.54,chickpea
5.4,17.41,31.12,24.11,53.6,368.42,6.57,chickpea
3.42,17.44,21.73,24.37,51.1,491.15,7.27,chickpea
5.74,16.12,25.26,26.1,57.59,432.09,6.9,chickpea
11.84,18.04,27.22,25.77,51.19,357.57,6.14,chickpea
7.27,19.32,26.36,25.6,51.7,447.01,7.15,chickpea
7.22,15.29,23.09,27.97,56.67,464.33,6.92,chickpea
10.07,19,27.37,29.88,57.22,350.09,6.91,chickpea
9.23,13.04,29.38,29.76,51.51,448.64,7.44,chickpea
15.19,16.74,25.12,27.65,50.65,496.71,7.08,chickpea
6.32,22.26,20.92,29.58,58.15,405.29,7.05,chickpea
7.19,20.86,23.9,29.64,52.15,401.47,6.36,chickpea
10.46,14.71,18.24,27.41,54.87,421.42,7.23,chickpea
7.58,14.17,32.19,26.15,53.83,358.82,6.25,chickpea
1.45,25.88,30.8,26.01,55.58,489.06,7.47,chickpea
12.44,17.69,20.19,24.75,54.2,401.38,6.16,chickpea
3.11,19.85,27.91,24.91,55.37,427.14,6.88,chickpea
20,37.71,33.96,33.85,70.47,689.43,6.27,blackgram
20,45.36,27.09,28.34,80.15,529.88,6.37,blackgram
20,32.24,27.48,34.59,86.54,540.63,6.11,blackgram
20,43.57,29.15,30.51,75.58,610.4,7.43,blackgram
20,31.12,34.66,25.12,82.35,613.25,6.29,blackgram
20,32.45,28.22,26.61,73.36,687.69,6.44,blackgram
20,35.64,31.02,29.21,86.75,668.89,7.25,blackgram
20,44.95,21.34,28.48,82.5,652.18,7.31,blackgram
20,44.48,37.02,34.35,86.43,622.87,7.42,blackgram
20,45.42,29.72,33.31,86.21,573.75,7,blackgram
20,36.95,23.75,31.79,82.86,563.87,6.68,blackgram
20,47.91,20.41,34.73,74.25,527.99,6.89,blackgram
20,46.98,27.46,29.93,87.25,585.51,6.67,blackgram
20,39.34,34.74,28.71,88.68,639.4,6.48,blackgram
20,46.91,28.5,32.84,77.41,558.05,6.25,blackgram
20,30.36,37.5,27.81,87.99,637.51,6.25,blackgram
20,37.42,28.38,28.5,79.5,641.48,7.24,blackgram
20,47.74,32.19,26.36,76.54,661.9,6.13,blackgram
20,40.1,20.96,32.21,82.87,584.43,7.5,blackgram
20,31.11,30.7,32.57,70.77,522.18,6.9,blackgram
20,45.13,28.32,27.33,78.59,611.22,6.06,blackgram
20,43.35,27.89,29.45,76.1,543.54,6.52,blackgram
20,40.36,27.51,28.16,89.33,634.51,6.97,blackgram
20,36.84,23.09,29.27,85.1,636.92,6.22,blackgram
20,34.66,34.15,34.36,79.6,546.91,6.96,blackgram
20,46.65,27.05,29.12,89.83,614.6,6.14,blackgram
20,36.99,33.17,32.41,74.6,556.08,6.25,blackgram
20,44.45,27.66,31.84,82.51,665.29,6.79,blackgram
20,42.55,34.65,26.69,74.24,504.56,7.24,blackgram
20,31.7,23.73,32.08,70.24,644.18,6.27,blackgram
20,31.45,31.94,25.87,84.85,548.36,7.04,blackgram
20,44.84,34.59,26.54,84.62,617.46,6.19,blackgram
20,33.09,27.66,33.45,75.29,521.84,6.44,blackgram
20,35.91,27.77,31.11,77.92,633.12,7.5,blackgram
20,38.16,33.42,26.72,77.23,672.06,6.55,blackgram
20,35.88,20.19,33.69,82.56,572.61,7.41,blackgram
20,31.63,30.41,32.2,81.02,622.7,6.01,blackgram
20,36.32,21.12,34.79,84.07,584.64,6.13,blackgram
20,44.48,20.25,25.12,78.4,599.15,6.9,blackgram
20,37.32,21.22,26.05,85.97,506.86,7.29,blackgram
20,33.61,28.72,25.94,78.1,597.08,6.8,blackgram
20,32.14,29.94,31.13,87.78,609.39,7.03,blackgram
20,42.45,37.67,27.89,80.31,505.43,7.11,blackgram
20,47.57,33.13,25.3,87.39,517.14,6.06,blackgram
20,32.15,26.74,26.05,74.75,532.25,7.28,blackgram
20,42.36,21.46,26.01,88.45,606.77,6.24,blackgram
20,31.39,35.3,29.21,89.57,643.2,7.03,blackgram
20,30.83,24.92,32.69,72.12,528.07,6.4,blackgram
20,35.8,25.59,28.55,82.76,697.19,6.53,blackgram
20,42.1,39.32,25.69,83.3,621.47,6.9,blackgram
20,44.38,26.7,25.99,83.18,659.59,6.25,blackgram
20,34.52,26.6,31.18,88.69,628.95,7.22,blackgram
20,39.07,26.85,25.44,71.1,585.78,7.4,blackgram
20,37.64,25.19,30.15,84.51,603.56,7.37,blackgram
20,44.09,28.17,34.01,73.99,602.58,6.65,blackgram
20,32.39,22.94,31.21,83.79,551.98,6.35,blackgram
20,35.91,32.79,26.25,89.09,563.96,6.07,blackgram
20,32.35,24.5,31.68,84.6,530.93,6.17,blackgram
20,34.99,36.13,27.07,70.77,679.34,7.49,blackgram
20,44.32,22.8,31.43,79.91,600.44,6.97,blackgram
20,42.54,26.07,25.46,87.42,684.74,6.69,blackgram
20,46.17,23.88,32.03,80.94,659.91,6.59,blackgram
20,48.68,37.52,33.8,76.92,657.75,7.4,blackgram
20,42.14,29.32,33.5,82.9,554.53,6.37,blackgram
20,36.47,20.68,28.54,79.17,666.15,7.04,blackgram
20,46.73,36.07,27.21,70.44,507.55,7.23,blackgram
20,42.06,25.54,34.16,72.16,597.91,6.31,blackgram
20,36.75,33.82,32.73,79.68,516.4,6.38,blackgram
20,37.56,30.82,26.05,82.21,646.88,7.02,blackgram
20,48.27,22.45,26.08,86.95,564.63,6.76,blackgram
20,34.85,30.96,32.76,77.28,658.35,7.15,blackgram
20,49.54,37.17,34.36,84.17,684.51,6.77,blackgram
20,46.61,23.48,25.89,75.24,545.23,7.38,blackgram
20,42.9,32.39,28.2,80.91,571.06,7.25,blackgram
20,44.12,39.29,27.71,70.1,622.23,7.26,blackgram
20,31.76,34.96,26.37,72.38,564.97,6.45,blackgram
20,49.79,25.75,31.86,78.72,581.59,6.21,blackgram
20,42.77,31.93,27.83,72.59,620.35,7.03,blackgram
20,31.54,38.27,26.85,75.16,615.89,6.89,blackgram
20,34.09,28.66,32.86,77.77,541.4,6.85,blackgram
20,46.38,36.5,29.02,88.93,604.55,7.37,blackgram
20,48.31,32.85,28.96,72.41,662.28,6.49,blackgram
20,31.72,33.33,27.08,72.2,602.28,6.39,blackgram
20,39.83,27.52,33.03,74.91,504.42,7.37,blackgram
20,40.65,39.87,27.71,88.62,503.03,7.41,blackgram
20,31.05,39.04,29.84,83,591.86,6.43,blackgram
20,43.36,28.2,30.58,73.32,689.14,6.21,blackgram
20,41.79,32.12,30.65,77.85,526.93,6.69,blackgram
20,49.19,29.96,27.57,83.73,573.82,7,blackgram
20,39.77,32.3,32.47,70.98,644.74,7.42,blackgram
20,31.16,33.63,30.96,76.14,539.83,6.3,blackgram
20,34.07,22.65,26.84,87.32,554.37,6.99,blackgram
20,40.99,27.23,27.16,76.34,574.98,6.67,blackgram
20,31.91,23.96,32.96,73.66,634.4,7.3,blackgram
20,43.18,30.35,31.85,87.57,601.91,6.5,blackgram
20,31.78,37.81,32.69,72.04,543.79,6.69,blackgram
20,41.16,24.76,30.9,85.85,677.21,7.17,blackgram
20,43.24,39.49,27.16,79.26,511.08,6.51,blackgram
20,32.97,32.71,32.32,84.86,658.94,6.78,blackgram
20,47.55,26.93,34.41,83.12,531.06,6.18,blackgram
251.88,93.06,201.93,28.58,78.9,2348.69,6.35,banana
325.02,80.89,299.56,28.17,71.01,1832.04,6.55,banana
290.3,69.32,275.81,28.32,79.23,2475.37,6.53,banana
393.11,63.59,277.16,27.79,75.87,1615.84,6.18,banana
212.96,82.46,226.98,29.51,76.14,1939.26,7.19,banana
260.69,90.31,241.8,29.98,77.27,1991.81,6.41,banana
326.86,70.21,281.15,27.67,74.86,1867.12,6.51,banana
370.26,75.4,247.74,28.76,75.56,1767.86,6.5,banana
222.71,91.88,261.04,26.48,71.26,2389.2,7.33,banana
262.14,61.26,220.6,27.7,78.84,1528.47,6.55,banana
305.77,54.09,279.72,28.07,72.99,1748.9,5.65,banana
378.21,76.51,213.15,28.81,72.42,1567.93,5.92,banana
304.23,97.31,222.18,29.43,75.42,2300.81,6.71,banana
323.95,64.96,256.56,29.99,75.39,2432.27,7.08,banana
244.14,92.84,262.74,28.45,71.34,2135.35,6.49,banana
239.13,53.33,260.51,28.32,79.5,1980.17,7.37,banana
386.18,94.57,287.36,28.5,71.97,1928.36,5.75,banana
377.03,86.57,257.6,26.05,79.14,1618.4,6.07,banana
274.28,74.06,203.02,27.92,73.05,2136.99,7.2,banana
360.21,55.02,244.23,28,70.01,2306.29,5.93,banana
336.01,95.77,229.09,29.77,72.92,1597.03,6.89,banana
352.13,61.09,281.14,27.42,73.6,1629.83,6.32,banana
221.72,64.92,291.72,28.21,75.46,2306.39,7.11,banana
233.76,95.05,202.24,29.82,71.12,1525.9,5.7,banana
335.85,57.94,281.57,27.56,77.76,1673.32,7.2,banana
308.53,57.21,242.07,26.65,79.61,1520.25,6.88,banana
366.97,55.23,275.12,28.13,75.31,2182.33,6.12,banana
318.47,75.52,289.69,26.13,77.58,1620.07,7.15,banana
225.44,89.1,229.26,29.92,71.11,1916.01,6.02,banana
351.32,87.26,298.59,29.25,73.5,1749.33,6.74,banana
281.68,89.17,288.18,28.76,71.69,1957.88,7.2,banana
327.56,73.5,257.52,27.81,73.49,1736,5.53,banana
350.27,92.73,229.18,29.06,79.57,1772.22,7.31,banana
215.89,92.86,240.51,28.51,71.31,1572.85,5.73,banana
295.88,94.12,296.1,29.4,75.05,1805.79,6.59,banana
283.84,80.27,216.42,26.93,77.19,1678.87,6.59,banana
335.58,61.82,272.77,26.53,71.39,1749.42,5.88,banana
302.06,70.85,226.53,28.95,77.03,1968.65,7.5,banana
342.1,56.42,265.02,28.97,76.43,1968.79,6.73,banana
398.83,56.78,278.35,29.07,75.19,1701.67,6.13,banana
237.15,65.63,200.43,27.48,71.27,2010.85,6.74,banana
374.76,60.56,232.41,27.55,70.31,1936.89,5.54,banana
281.5,78.09,221.03,28.78,70.65,1589.87,6.39,banana
316.58,77.06,261.42,27.34,73.41,1504.52,6.62,banana
342.72,92.7,275.23,26.84,70.94,1811.61,5.77,banana
269.44,98.52,275.27,28.46,73.19,2239.69,6.01,banana
277.5,76.43,220.07,28.08,73.73,1669.87,7.17,banana
309.97,85.25,218.69,27.15,75.85,2171.7,6.3,banana
399.24,96.33,230.55,28.9,75.43,2363.52,6.39,banana
215.6,92.45,245.51,29.55,78.92,1673.68,6.79,banana
236.49,80.99,281.26,29.15,73.54,2025.8,5.87,banana
249.85,71.09,248.9,26.37,77.21,1900.18,5.76,banana
207.29,72.28,236.87,29.05,78.93,2422.82,7.12,banana
284.99,50.5,287.14,28.54,70.32,1601.46,7.06,banana
391.19,86.34,219.99,27.36,75.44,1837.71,5.64,banana
287.48,76.99,280.23,26.43,74.6,2491.96,6.28,banana
297.51,77.82,262.49,28.1,70.41,1869.16,5.88,banana
287.04,75.99,206.58,29.1,78.85,1801.38,6.18,banana
229.44,99.79,295.09,26.36,74.22,1967.79,7.33,banana
329.51,83.1,201.99,27.52,78.06,1986,5.82,banana
200.55,57.96,217.58,27.42,72.08,2026.58,6.5,banana
281.93,91.32,256.75,28.44,76.2,1614.58,6.36,banana
230.81,52.03,200.11,28.03,79.58,1870.05,5.88,banana
360.64,69.79,271.25,29.03,79.37,2049.22,7.24,banana
374.66,64.61,204.34,29.19,78.06,1868.01,5.67,banana
336.68,92.13,220.37,27.73,71.22,1730.92,6.95,banana
297.72,73.9,285.46,29.48,72.87,2169.83,5.75,banana
290.86,64.06,214.72,27.14,79.38,2499.12,7.47,banana
306.91,95.77,299.26,27.58,74.94,2223.88,6.16,banana
338.64,78.57,234.45,26.85,76.82,2375.68,6.33,banana
368.72,65.54,270.51,27.73,78.3,2065.3,6.18,banana
351.74,83.91,238.17,28.56,73.33,1786.12,5.5,banana
336.27,67.87,265.99,27.5,75.7,2475.14,5.73,banana
372.29,51.23,250.52,28.82,70.92,1588.82,5.5,banana
388.79,89.08,284.11,26.04,78.4,2082.22,6.54,banana
252.05,67.06,219.25,28.89,74.54,1539.75,6.9,banana
288.25,69.32,285.13,29.59,73.44,2352.5,6.35,banana
354.75,76.05,228.49,26.07,70.8,2043.61,6.36,banana
255.82,77.62,277.98,27.13,70.97,2057.65,5.57,banana
380.36,76.5,252.9,27.81,74.08,2274.31,6.09,banana
255.97,89.63,233.79,28.23,79.94,1854.92,7.39,banana
344.14,68.36,204.58,29.83,72.65,2448.25,6.03,banana
283.27,83.56,268.6,28.15,70.26,2403.21,6.02,banana
292.98,74.73,257.15,27.74,74.32,1729.97,7.44,banana
393.79,81.93,287.11,28.54,77.36,2383.94,5.87,banana
310.91,85.18,203.85,27.73,74.34,2139.51,5.83,banana
298.98,67.49,291.69,29.31,77.46,2005.87,6.02,banana
310.54,61.05,297.6,27.89,78.69,1830.98,6.14,banana
295.57,96.86,259.12,28.44,71.38,1769.94,6.33,banana
395.58,93.37,274.25,29.38,72.77,2068.15,7.48,banana
283.54,76.12,259.52,29.91,76.3,2009.09,7.29,banana
374.86,90.91,255.63,28.21,70.14,1786.61,6.73,banana
305.74,52.1,295.04,26.23,74.45,2402.81,5.92,banana
370.5,72.85,276.79,26.02,75.44,1719.75,7.24,banana
232.4,94.91,230.23,26.19,70.88,1578.42,7.2,banana
392.03,73.93,239.33,27.96,76.56,1999.93,7.18,banana
339.88,74.82,211.42,27.09,79.78,2123.37,6.5,banana
290.99,59.62,236.06,26.43,72.18,2112.34,7.03,banana
299.69,63.99,233.31,28.62,75.76,1870.14,6.83,banana
292.34,68.21,291.35,26.15,73.08,2018.89,7.14,banana
66.96,24.48,68.3,21.36,55.12,1150.6,6.21,apple
66.15,40.58,69.68,22.67,58.93,1109.1,5.56,apple
89.64,23.96,98.7,17.17,56.06,1037.57,6.18,apple
50.07,41.53,67.34,24.37,57.07,1175.7,6.49,apple
69.36,37.36,64.16,21.84,69.53,1111.09,5.67,apple
95.27,53.65,96.37,23.08,57.15,1068.5,6.5,apple
98.68,55.69,63.66,16.08,60.87,1241.68,6.03,apple
90.48,28.36,72.35,18.45,58.2,1234.97,6.43,apple
99.14,39.4,88.85,24.2,69.39,1182.04,5.82,apple
67.84,54.6,93.86,16.36,63.31,1062.97,6.22,apple
79.35,27.3,53.11,20.14,50.93,1242.28,6.21,apple
71.49,24.01,87.13,20.67,62.34,1211.29,5.68,apple
74.28,23.38,57.68,23.81,68.12,1140.89,6.09,apple
67.97,50.4,51.63,24.13,58.97,1164.69,5.63,apple
85.49,20.26,94.38,19.85,66,1102.27,6.27,apple
97.37,33.84,75.92,24.91,62.23,1186.32,6.44,apple
99.89,41.89,91.02,15.12,54.26,1108.65,6.38,apple
67.33,34.36,62.11,20.93,59.18,1062.14,5.6,apple
92.42,55,99,23.29,59.18,1092.43,5.79,apple
75.31,23.23,83.97,19.06,50.41,1089.28,5.84,apple
52.83,49.39,73.51,20.01,53.3,1137.81,6.11,apple
67.7,51.4,58.11,22.52,69.52,1232.05,5.73,apple
77.24,38.33,74.54,17.55,62.13,1091.09,6.23,apple
71.21,52.51,94.49,18.36,67.01,1020.71,6.14,apple
57.67,49.76,79.89,16.79,61.05,1045.4,5.69,apple
59.53,54.58,52.44,24.05,51.4,1238.32,6.42,apple
59.3,49.78,60.49,15.68,53.15,1092.25,6.2,apple
82.64,36.85,60.27,19.03,54.09,1150.16,5.53,apple
71.33,43.69,96.77,17.13,52.45,1162.07,6.17,apple
77.95,43.94,94,17.07,64.74,1203.99,6.16,apple
83.02,33.52,78.41,22.51,67.14,1107.33,6.31,apple
51.84,22.69,53.68,20.98,54.66,1039.42,6.43,apple
84.59,26.37,56.81,19.16,69.61,1247.42,5.59,apple
91.27,37.28,71.58,24.92,59.88,1178.77,6.06,apple
87.17,27.89,95.18,22.05,58.15,1119.91,6.27,apple
86.07,40.62,82.38,22.11,59.37,1213.86,5.68,apple
